user_id,file_id,rating,vader_compound,vader_pos,vader_neu,vader_neg,tb_polarity,tb_subjectivity,pred_rating
0,0,4,0.9923,0.14,0.825,0.034,0.1242,0.4992,3.85
1,0,1,0.7387,0.18,0.717,0.103,-0.1975,0.5472,1.76
2,0,1,0.9732,0.167,0.833,0.0,0.2778,0.3963,1.95
3,0,5,0.9996,0.177,0.792,0.031,0.1621,0.5392,4.37
4,0,1,0.9411,0.188,0.812,0.0,-0.0315,0.563,1.37
5,0,3,0.9636,0.185,0.781,0.034,0.1688,0.3479,3.25
6,0,4,0.89,0.068,0.932,0.0,0.375,0.5167,3.3
7,0,4,0.9875,0.081,0.888,0.031,0.0255,0.5236,3.57
8,0,2,0.9708,0.153,0.772,0.075,0.1526,0.4331,2.47
9,0,5,0.7184,0.063,0.899,0.038,0.355,0.685,1.94
10,0,2,0.8264,0.138,0.862,0.0,0.0,0.6667,1.58
11,0,4,0.9856,0.184,0.816,0.0,0.3479,0.475,3.72
12,0,1,0.9934,0.135,0.852,0.013,0.0252,0.4715,2.2
13,0,2,0.9669,0.09,0.91,0.0,0.2086,0.4351,2.42
14,0,4,0.9705,0.183,0.817,0.0,0.0,0.4,3.16
15,0,1,0.9211,0.11,0.89,0.0,0.05,0.5097,2.07
16,0,1,0.0,0.085,0.831,0.085,0.1,0.425,1.47
17,0,1,0.95,0.241,0.759,0.0,0.3667,0.8,1.6
18,0,4,0.9842,0.118,0.882,0.0,0.2052,0.398,2.89
19,0,5,0.9926,0.113,0.879,0.007,0.1005,0.4636,4.11
20,0,1,-0.2225,0.097,0.794,0.109,-0.055,0.6667,1.14
21,0,1,0.6072,0.087,0.913,0.0,-0.25,0.4167,1.54
22,0,4,0.9837,0.253,0.747,0.0,0.1143,0.8786,2.57
23,0,4,-0.4939,0.058,0.873,0.069,0.17,0.57,3.97
24,0,1,0.9211,0.153,0.847,0.0,0.2389,0.4986,1.69
25,0,5,0.9914,0.103,0.892,0.005,0.1991,0.4256,3.48
26,0,4,0.9595,0.137,0.863,0.0,0.1222,0.487,3.26
27,0,1,0.9886,0.222,0.768,0.01,0.1692,0.4462,1.03
28,0,4,-0.296,0.053,0.886,0.062,0.125,0.2,3.65
29,0,1,-0.2225,0.097,0.794,0.109,-0.0093,0.5704,1.44
30,0,1,0.5859,0.05,0.95,0.0,0.4,0.6,3.5
31,0,3,0.0,0.0,1.0,0.0,0.0167,0.2167,4.02
32,0,1,0.7955,0.092,0.908,0.0,0.0333,0.3778,1.4
33,0,4,0.9925,0.121,0.856,0.024,0.1533,0.6838,2.39
34,0,4,0.9298,0.048,0.952,0.0,-0.0278,0.2353,3.58
35,0,1,0.8264,0.102,0.898,0.0,0.05,0.7,1.05
36,0,2,0.6103,0.076,0.885,0.039,0.3542,0.6667,2.14
37,0,1,0.8264,0.161,0.839,0.0,0.05,0.3667,1.11
38,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.56
