user_id,file_id,rating,token_count,entity_count,entity_density,unique_entity_types,entity_label_entropy,avg_entity_length_tokens,ent_count_PERSON,ent_count_ORG,ent_count_GPE,ent_count_LOC,ent_count_NORP,ent_count_FAC,ent_count_EVENT,ent_count_WORK_OF_ART,ent_count_LAW,ent_count_LANGUAGE,ent_count_PRODUCT,ent_count_DATE,ent_count_TIME,ent_count_PERCENT,ent_count_MONEY,ent_count_QUANTITY,ent_count_ORDINAL,ent_count_CARDINAL,pred_rating
0,0,4,602.0,100.0,0.1661,7.0,2.6385,1.94,30.0,14.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,10.0,3.86
1,0,4,862.0,100.0,0.116,9.0,2.4584,2.28,16.0,22.0,20.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,2.0,2.0,3.62
2,0,4,380.0,36.0,0.0947,5.0,2.135,2.2222,10.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61
3,0,5,1006.0,161.0,0.16,9.0,2.7372,1.5901,12.0,32.0,28.0,2.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,26.0,4.87
4,0,1,592.0,80.0,0.1351,7.0,2.4539,1.6,18.0,18.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,2.4
5,0,4,476.0,74.0,0.1555,6.0,2.2301,2.1351,22.0,14.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,3.25
6,0,4,1000.0,160.0,0.16,6.0,2.2903,2.125,32.0,40.0,48.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0,3.76
7,0,1,302.0,32.0,0.106,4.0,1.8496,2.6875,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.21
8,0,1,466.0,66.0,0.1416,6.0,2.4058,1.6364,12.0,22.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.9
9,0,4,514.0,76.0,0.1479,7.0,2.5978,1.7632,12.0,20.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,10.0,3.96
10,0,4,762.0,102.0,0.1339,7.0,2.4502,2.0392,22.0,18.0,8.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,12.0,3.82
11,0,4,382.0,44.0,0.1152,4.0,1.9401,2.1364,12.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97
12,0,5,1006.0,136.0,0.1352,8.0,2.6608,1.9265,18.0,24.0,28.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,28.0,4.46
13,0,4,602.0,88.0,0.1462,7.0,2.583,1.6591,28.0,14.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,8.0,4.03
14,0,4,738.0,92.0,0.1247,7.0,2.5545,1.8478,16.0,14.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,20.0,3.77
15,0,2,374.0,53.0,0.1417,7.0,2.5834,1.6038,10.0,12.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,5.0,3.65
16,0,2,958.0,84.0,0.0877,8.0,2.7419,1.7024,16.0,21.0,15.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,6.0,2.88
17,0,1,88.0,6.0,0.0682,1.0,-0.0,2.3333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43
18,0,4,1573.0,130.0,0.0826,8.0,2.5659,2.1846,23.0,43.0,17.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,12.0,3.38
19,0,4,582.0,87.0,0.1495,8.0,2.459,1.908,20.0,18.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,1.0,3.81
20,0,5,336.0,54.0,0.1607,6.0,2.2502,1.7407,8.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,4.34
21,0,1,398.0,55.0,0.1382,6.0,2.3632,1.6545,10.0,20.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,1.72
22,0,4,585.0,110.0,0.188,9.0,2.9228,1.6636,26.0,14.0,13.0,0.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,19.0,3.75
23,0,4,660.0,38.0,0.0576,5.0,1.9182,1.5263,16.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.01
24,0,4,340.0,44.0,0.1294,6.0,2.2536,2.0909,12.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.69
25,0,4,644.0,120.0,0.1863,7.0,2.4912,1.7167,42.0,20.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,6.0,3.33
26,0,4,306.0,48.0,0.1569,7.0,2.6217,1.6667,12.0,8.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,8.0,3.94
27,0,3,120.0,22.0,0.1833,5.0,2.1626,1.9091,6.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17
28,0,3,820.0,102.0,0.1244,8.0,2.7507,1.902,12.0,18.0,20.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,18.0,3.31
29,0,3,1086.0,126.0,0.116,8.0,2.5392,2.0635,22.0,40.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,2.0,22.0,3.24
30,0,5,194.0,36.0,0.1856,6.0,2.2188,1.5,8.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,3.63
31,0,2,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32
32,0,4,1135.0,99.0,0.0872,9.0,2.807,1.7879,21.0,20.0,13.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,6.0,3.7
33,0,4,1468.0,233.0,0.1587,10.0,2.7046,1.6223,39.0,41.0,46.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,52.0,4.18
34,0,2,552.0,24.0,0.0435,5.0,2.1258,1.6667,8.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29
35,0,2,504.0,64.0,0.127,6.0,2.4638,1.8438,8.0,12.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,2.71
36,0,3,994.0,130.0,0.1308,8.0,2.6838,1.9385,22.0,24.0,22.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,24.0,3.11
37,0,4,648.0,94.0,0.1451,5.0,2.2178,2.0638,22.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,3.67
38,0,4,26.0,2.0,0.0769,1.0,-0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
39,0,3,314.0,48.0,0.1529,7.0,2.7091,1.5,8.0,8.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,6.0,3.97
40,0,2,1058.0,142.0,0.1342,10.0,2.6964,1.8873,12.0,40.0,26.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,8.0,30.0,2.88
41,0,4,44.0,4.0,0.0909,2.0,1.0,4.25,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72
42,0,1,778.0,86.0,0.1105,7.0,2.3963,2.1163,12.0,14.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,4.0,3.32
43,0,5,580.0,86.0,0.1483,6.0,2.3306,2.2093,22.0,18.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,4.32
44,0,3,1206.0,164.0,0.136,8.0,2.5137,1.9512,32.0,48.0,28.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,34.0,3.5
45,0,3,1030.0,174.0,0.1689,7.0,2.5735,1.8276,22.0,46.0,24.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,38.0,4.15
