user_id,file_id,rating,n_sentences,n_words,n_chars,syllables,polysyllables,words_per_sentence,syllables_per_word,chars_per_word,polysyllable_rate,flesch_reading_ease,fk_grade_level,gunning_fog,smog_index,ari,coleman_liau,pred_rating
0,0,4,38,490,2678,916,138,12.8947,1.8694,5.4653,0.2816,35.5966,11.4977,16.4232,14.0157,10.759,14.0405,3.74
1,0,4,62,694,4114,1420,244,11.1935,2.0461,5.928,0.3516,22.3727,12.9196,18.5408,14.4621,12.0874,16.412,3.87
2,0,4,25,332,1894,666,114,13.28,2.006,5.7048,0.3434,23.6462,13.2603,19.0469,15.3282,12.0797,15.5154,3.73
3,0,5,51,834,4851,1690,273,16.3529,2.0264,5.8165,0.3273,18.8051,14.6989,19.6347,16.3464,14.1424,16.5912,4.77
4,0,1,34,502,2522,866,114,14.7647,1.7251,5.0239,0.2271,45.9054,10.5244,14.9895,13.5897,9.6149,11.7358,2.22
5,0,4,43,410,2296,792,124,9.5349,1.9317,5.6,0.3024,33.7347,10.9228,15.9115,12.8302,9.7134,14.0236,3.9
6,0,4,79,822,4668,1662,270,10.4051,2.0219,5.6788,0.3285,25.2213,12.3264,17.3007,13.6903,10.5198,14.7468,3.85
7,0,1,22,254,1442,494,82,11.5455,1.9449,5.6772,0.3228,30.5794,11.8623,17.5316,14.1582,11.0822,15.018,2.1
8,0,1,18,386,2078,722,110,21.4444,1.8705,5.3834,0.285,26.8274,14.8448,19.9767,17.2514,14.6481,14.4742,1.88
9,0,4,35,418,2344,782,114,11.9429,1.8708,5.6077,0.2727,36.4422,11.1433,15.6862,13.4392,10.9535,14.6945,3.3
10,0,4,65,630,3570,1238,208,9.6923,1.9651,5.6667,0.3302,30.7516,11.3779,17.0833,13.3484,10.1062,14.466,4.03
11,0,4,28,324,1882,638,104,11.5714,1.9691,5.8086,0.321,28.5011,12.1587,17.4681,14.139,11.7144,15.7968,3.78
12,0,5,63,832,4422,1528,222,13.2063,1.8365,5.3149,0.2668,38.0594,11.2316,15.9556,13.853,10.2064,13.2103,4.49
13,0,4,57,520,2980,1022,158,9.1228,1.9654,5.7308,0.3038,31.3038,11.1594,15.803,12.6403,10.1233,14.6523,3.78
14,0,4,52,608,3398,1206,196,11.6923,1.9836,5.5888,0.3224,27.1588,12.3759,17.5717,14.2201,10.7395,14.5307,3.75
15,0,2,19,322,2079,682,116,16.9474,2.118,6.4565,0.3602,10.4496,16.012,21.1889,17.2446,17.4539,20.4178,2.88
16,0,2,48,807,4627,1589,218,16.8125,1.969,5.7336,0.2701,23.1911,14.2013,17.5305,15.3036,13.9814,16.1529,2.41
17,0,1,8,76,374,124,14,9.5,1.6316,4.9211,0.1842,59.1609,7.3676,11.1684,10.6864,6.4982,10.02,1.44
18,0,4,95,1380,8247,2804,433,14.5263,2.0319,5.9761,0.3138,20.1934,14.0515,18.3613,15.3254,13.9805,17.3017,3.62
19,0,4,49,501,2831,982,157,10.2245,1.9601,5.6507,0.3134,30.6344,11.5265,16.6247,13.3549,10.297,14.5311,3.97
20,0,5,35,264,1568,538,102,7.5429,2.0379,5.9394,0.3864,26.7745,11.3987,18.4717,12.8815,10.316,15.1994,4.53
21,0,1,41,332,1840,620,88,8.0976,1.8675,5.5422,0.2651,40.628,9.6042,13.8414,11.4985,8.7224,13.1325,1.96
22,0,4,71,512,2815,987,144,7.2113,1.9277,5.498,0.2812,36.4292,9.9697,14.1345,11.2648,8.0714,12.4238,3.02
23,0,4,40,562,3518,1208,206,14.05,2.1495,6.2598,0.3665,10.7294,15.2532,20.2819,16.0934,15.0786,18.9008,3.99
24,0,4,17,262,1688,566,104,15.4118,2.1603,6.4427,0.3969,8.4302,15.9122,22.0426,17.2589,16.6212,20.1627,3.41
25,0,4,37,542,3136,1078,178,14.6486,1.9889,5.786,0.3284,23.7032,13.5923,18.996,15.6592,13.1463,16.2009,3.34
26,0,4,23,254,1522,502,80,11.0435,1.9764,5.9921,0.315,28.4243,12.0382,17.0158,13.7834,12.3147,16.7534,3.7
27,0,3,5,108,524,180,14,21.6,1.6667,4.8519,0.1296,43.911,12.5007,13.8252,12.6884,12.2222,11.3585,2.58
28,0,3,33,660,3638,1264,180,20.0,1.9152,5.5121,0.2727,24.5132,14.8088,18.9091,16.4712,14.5321,15.1313,3.09
29,0,3,53,872,4808,1670,242,16.4528,1.9151,5.5138,0.2775,28.1147,13.4252,17.682,15.3363,12.7662,14.8218,3.05
30,0,5,19,148,902,318,56,7.7895,2.1486,6.0946,0.3784,17.153,12.8019,18.2509,12.9367,11.1703,16.2362,3.78
31,0,2,4,40,200,68,8,10.0,1.7,5.0,0.2,52.865,8.37,12.0,11.2081,7.12,10.64,2.82
32,0,4,78,998,6055,2083,339,12.7949,2.0872,6.0671,0.3397,17.2733,14.0287,18.7051,15.0387,13.5436,17.5613,3.84
33,0,4,150,1189,6683,2357,381,7.9267,1.9823,5.6207,0.3204,31.0836,10.893,15.9882,12.2337,9.0068,13.5154,3.93
34,0,2,44,494,2976,1030,162,11.2273,2.085,6.0243,0.3279,19.0466,13.3919,17.6083,14.0908,12.558,16.9864,2.67
35,0,2,52,422,2368,800,118,8.1154,1.8957,5.6114,0.2796,38.2187,9.9447,14.431,11.7348,9.0573,13.5475,2.56
36,0,3,53,782,4338,1506,228,14.7547,1.9258,5.5473,0.2916,28.9336,12.8891,17.5643,14.9779,12.0752,14.8121,3.11
37,0,4,55,532,3036,1058,168,9.6727,1.9887,5.7068,0.3158,28.7713,11.6493,16.5007,13.1134,10.2852,14.6956,3.89
38,0,4,2,24,114,38,4,12.0,1.5833,4.75,0.1667,60.705,7.7733,11.4667,11.2081,6.9425,9.6633,3.56
39,0,3,11,248,1662,558,106,22.5455,2.25,6.7016,0.4274,-6.3986,19.7527,26.115,20.8629,21.4073,22.2926,2.49
40,0,2,49,836,4674,1592,232,17.0612,1.9043,5.5909,0.2775,28.4136,13.5347,17.925,15.5597,13.4338,15.3396,2.58
41,0,4,1,44,174,56,4,44.0,1.2727,3.9545,0.0909,54.5023,16.5882,21.2364,14.5546,19.1959,6.78,3.84
42,0,1,73,640,3622,1248,188,8.7671,1.95,5.6594,0.2938,32.9664,10.8392,15.2568,12.2968,9.6092,14.1009,3.72
43,0,5,44,454,2688,960,186,10.3182,2.1145,5.9207,0.4097,17.4722,13.3856,20.5149,14.8747,11.6156,16.145,4.7
44,0,3,104,990,5636,1940,292,9.5192,1.9596,5.6929,0.2949,31.3912,11.2457,15.6057,12.7015,10.1433,14.5649,3.54
45,0,3,49,772,4346,1502,240,15.7551,1.9456,5.6295,0.3109,26.2462,13.5125,18.7373,15.7722,12.9627,15.4229,3.34
46,0,4,77,868,4986,1750,278,11.2727,2.0161,5.7442,0.3203,24.8287,12.5967,17.3202,13.9839,11.2617,15.3503,3.5
47,0,1,8,76,374,124,14,9.5,1.6316,4.9211,0.1842,59.1609,7.3676,11.1684,10.6864,6.4982,10.02,1.44
48,0,5,68,616,3382,1162,184,9.0588,1.8864,5.4903,0.2987,38.0539,10.202,15.5716,12.5263,8.9585,13.2152,4.2
49,0,4,39,386,2074,736,112,9.8974,1.9067,5.3731,0.2902,35.4793,10.7695,15.5652,12.8101,8.8258,12.8029,4.0
50,0,4,45,610,3636,1214,190,13.5556,1.9902,5.9607,0.3115,24.7082,13.1806,17.8812,14.8677,13.4225,17.065,3.71
51,0,1,1,20,104,32,4,20.0,1.6,5.2,0.2,51.175,11.09,16.0,14.5546,13.062,13.296,2.16
52,0,4,47,478,2670,934,140,10.1702,1.954,5.5858,0.2929,31.206,11.4333,15.7836,12.9887,9.9641,14.1339,3.97
53,0,5,48,508,2972,1022,170,10.5833,2.0118,5.8504,0.3346,25.8937,12.2769,17.6192,13.8801,11.417,15.8035,4.99
54,0,2,8,76,374,124,14,9.5,1.6316,4.9211,0.1842,59.1609,7.3676,11.1684,10.6864,6.4982,10.02,1.44
55,0,4,71,968,6000,2097,350,13.6338,2.1663,6.1983,0.3616,9.7258,15.2898,19.9163,15.8129,14.5811,18.4752,4.07
56,0,5,30,410,2246,782,116,13.6667,1.9073,5.478,0.2829,31.6043,12.2463,16.7837,14.3626,11.2049,14.2451,3.71
57,0,4,57,622,3346,1160,158,10.9123,1.865,5.3794,0.254,37.9841,10.6722,14.5257,12.6403,9.3632,13.1185,3.8
58,0,2,33,542,3246,1108,188,16.4242,2.0443,5.9889,0.3469,17.2183,14.938,20.4442,16.7645,14.99,17.6127,3.49
59,0,4,89,1662,9791,3352,489,18.6742,2.0168,5.8911,0.2942,17.2555,15.4917,19.2386,16.5198,15.6541,17.2546,4.12
