user_id,file_id,perplexity,rating,pred_rating
0,0,4.8,4,3.92
1,0,4.245,4,4.07
2,0,5.437,4,4.09
3,0,3.868,5,4.66
4,0,5.763,1,2.79
5,0,5.188,4,3.95
6,0,2.178,4,3.46
7,0,5.526,1,2.27
8,0,5.805,1,2.58
9,0,5.644,4,2.92
10,0,5.778,4,3.64
11,0,5.216,4,3.45
12,0,3.475,5,4.14
13,0,4.747,4,4.09
14,0,5.037,4,3.39
15,0,7.121,2,2.96
16,0,4.435,2,2.09
17,0,5.145,1,1.51
18,0,5.387,4,2.5
19,0,8.935,4,4.43
20,0,5.733,5,3.86
21,0,5.41,1,2.47
22,0,6.177,4,4.0
23,0,5.175,4,3.96
24,0,6.418,4,2.93
25,0,5.683,4,2.52
26,0,6.354,4,4.16
27,0,12.384,3,2.92
28,0,5.265,3,3.17
29,0,4.018,3,3.59
30,0,4.935,5,3.61
31,0,18.848,2,4.4
32,0,4.751,4,4.02
33,0,3.396,4,2.71
34,0,4.442,2,2.06
35,0,5.253,2,3.15
36,0,3.326,3,2.9
37,0,6.087,4,3.98
38,0,13.195,4,3.58
39,0,6.02,3,2.54
40,0,3.417,2,2.73
41,0,13.725,4,3.81
42,0,5.275,1,3.55
43,0,4.867,5,4.31
44,0,4.585,3,3.05
45,0,3.648,3,3.96
46,0,3.847,4,4.66
47,0,5.145,1,1.51
48,0,4.742,5,4.55
49,0,5.876,4,3.57
50,0,4.759,4,3.91
51,0,28.349,1,2.63
52,0,5.48,4,4.03
53,0,4.818,5,4.96
54,0,5.145,2,1.51
55,0,5.476,4,4.1
56,0,4.256,5,4.07
57,0,5.252,4,3.15
58,0,4.913,2,3.15
59,0,14.379,4,3.77
60,0,3.454,2,3.14
61,0,12.436,4,3.13
62,0,4.584,2,3.03
63,0,8.597,5,4.43
64,0,16.706,4,3.93
65,0,4.226,3,3.84
66,0,8.403,5,4.15
67,0,5.223,4,3.77
68,0,5.425,4,4.1
69,0,4.121,4,3.78
70,0,6.391,3,3.17
71,0,4.327,5,4.06
72,0,5.016,2,2.96
73,0,3.153,4,3.49
74,0,15.713,3,3.7
75,0,7.311,5,3.4
0,1,5.299,4,3.11
1,1,4.011,4,3.89
2,1,6.814,4,2.94
3,1,3.841,5,4.66
4,1,4.876,1,3.4
5,1,6.229,4,4.01
6,1,5.63,4,3.32
7,1,6.513,1,1.62
8,1,5.217,1,3.25
9,1,5.879,3,3.28
10,1,6.251,4,4.03
11,1,4.313,4,4.16
12,1,3.651,5,3.97
13,1,12.375,2,2.82
14,1,5.13,5,3.63
15,1,8.05,2,3.16
16,1,5.859,4,3.77
17,1,4.53,3,3.87
18,1,4.605,4,3.98
19,1,8.734,4,4.45
20,1,5.772,5,3.79
21,1,26.319,4,3.79
22,1,5.772,3,3.3
23,1,5.175,4,3.96
24,1,5.788,4,3.1
25,1,4.707,5,3.95
26,1,12.818,5,3.18
27,1,5.651,4,2.91
28,1,2.571,4,3.71
29,1,4.517,4,3.79
30,1,5.636,3,3.43
31,1,5.286,5,3.73
32,1,4.801,3,3.93
33,1,4.726,5,4.65
34,1,4.07,2,3.7
35,1,6.111,4,4.0
36,1,4.846,4,3.63
37,1,9.108,3,4.13
38,1,4.598,4,3.94
39,1,5.164,4,3.89
40,1,5.766,4,2.87
41,1,9.825,4,4.02
42,1,5.215,3,3.03
43,1,5.634,4,3.77
44,1,5.848,3,3.75
45,1,4.773,3,3.27
46,1,5.216,4,3.43
47,1,4.808,4,4.29
48,1,5.423,4,4.07
49,1,5.662,2,2.39
50,1,7.541,5,3.05
51,1,19.495,4,4.35
52,1,3.555,1,3.25
53,1,4.818,5,4.96
54,1,5.145,2,1.51
55,1,8.104,4,3.86
56,1,4.56,5,4.18
57,1,5.7,4,3.37
58,1,4.913,4,3.15
59,1,7.81,3,3.11
60,1,8.414,3,4.01
61,1,47.624,2,2.68
62,1,6.545,1,1.62
63,1,8.907,5,4.56
64,1,16.706,4,3.93
65,1,5.069,3,3.46
66,1,5.163,4,3.82
67,1,3.331,2,2.77
68,1,3.371,4,2.88
69,1,4.174,4,3.75
70,1,4.589,4,3.62
71,1,4.949,5,3.83
72,1,9.155,3,4.13
73,1,5.134,3,3.58
74,1,6.173,4,4.0
75,1,5.351,5,3.36
0,2,4.987,5,3.49
1,2,5.448,3,3.97
2,2,5.674,1,2.31
3,2,3.828,5,4.59
4,2,4.764,3,3.41
5,2,4.7,4,3.93
6,2,5.778,2,3.08
7,2,4.843,4,3.87
8,2,5.217,2,3.25
9,2,5.388,3,2.5
10,2,6.231,4,4.02
11,2,5.22,4,3.75
12,2,2.912,5,4.04
13,2,12.596,2,2.82
14,2,6.349,4,4.07
15,2,5.202,3,2.8
16,2,5.359,2,3.24
17,2,12.892,1,3.02
18,2,4.091,4,3.76
19,2,5.922,3,2.51
20,2,4.209,5,3.95
21,2,26.319,4,3.79
22,2,4.864,4,4.31
23,2,5.175,4,3.96
24,2,5.065,4,3.46
25,2,5.632,5,4.01
26,2,3.238,3,3.19
27,2,5.491,3,3.39
28,2,4.704,4,3.94
29,2,4.678,3,3.7
30,2,6.888,2,2.36
31,2,5.477,5,4.1
32,2,5.243,3,3.58
33,2,4.726,4,4.65
34,2,3.494,4,4.17
35,2,6.391,2,2.91
36,2,2.771,3,3.52
37,2,5.973,1,2.3
38,2,4.791,4,3.8
39,2,5.271,3,3.55
40,2,4.937,3,3.61
41,2,18.856,5,4.4
42,2,4.647,4,3.96
43,2,6.848,4,2.93
44,2,4.795,4,3.86
45,2,3.253,3,3.04
46,2,5.091,4,3.34
47,2,5.145,1,1.51
48,2,5.423,4,4.07
49,2,5.004,4,3.17
50,2,11.893,3,3.16
51,2,23.748,5,4.24
52,2,5.002,2,2.94
53,2,4.818,5,4.96
54,2,4.006,4,3.91
55,2,9.077,5,4.4
56,2,5.672,5,2.29
57,2,4.423,4,2.96
58,2,4.913,2,3.15
59,2,3.174,4,4.3
60,2,1.916,2,3.46
61,2,5.117,3,3.23
62,2,5.311,2,3.09
63,2,8.583,5,4.43
64,2,3.946,4,3.96
65,2,3.303,3,2.96
66,2,4.915,4,3.69
67,2,5.827,4,3.72
68,2,11.687,4,3.61
69,2,5.08,2,3.2
70,2,5.208,3,2.94
71,2,4.837,5,4.56
72,2,4.04,4,3.57
73,2,4.487,4,3.94
74,2,6.72,4,3.66
75,2,22.48,4,4.12
0,3,4.72,5,4.63
1,3,10.747,3,3.92
2,3,3.017,5,4.44
3,3,3.822,5,4.35
4,3,5.221,2,3.75
5,3,5.928,3,2.3
6,3,5.644,2,2.92
7,3,7.563,1,2.99
8,3,5.427,3,3.96
9,3,5.767,3,2.87
10,3,5.272,2,3.55
11,3,5.22,3,3.75
12,3,5.644,2,2.92
13,3,27.531,3,2.92
14,3,4.896,4,3.15
15,3,4.443,1,2.06
16,3,5.437,4,4.09
17,3,22.168,3,4.12
18,3,5.349,4,3.32
19,3,2.989,4,4.23
20,3,3.113,5,4.17
21,3,26.319,4,3.79
22,3,5.771,2,3.3
23,3,5.175,4,3.96
24,3,5.865,4,3.78
25,3,3.181,5,4.31
26,3,5.753,4,3.5
27,3,5.362,3,3.25
28,3,5.203,2,2.77
29,3,5.493,4,3.4
30,3,5.348,4,3.32
31,3,4.665,4,3.85
32,3,5.372,2,2.94
33,3,3.919,4,4.22
34,3,4.123,2,3.78
35,3,4.986,1,3.1
36,3,4.333,3,3.58
37,3,7.06,4,3.11
38,3,4.28,2,4.23
39,3,5.515,2,2.25
40,3,4.601,4,3.97
41,3,5.409,3,2.47
42,3,4.229,4,3.98
43,3,7.024,5,3.11
44,3,5.587,3,3.29
45,3,4.51,3,3.7
46,3,5.837,5,4.11
47,3,5.145,1,1.51
48,3,5.266,4,3.53
49,3,5.375,4,3.01
50,3,6.381,5,3.94
51,3,352.02,4,2.68
52,3,6.717,3,3.66
53,3,4.818,5,4.96
54,3,2.743,5,3.71
55,3,7.798,5,3.4
56,3,5.427,5,4.22
57,3,4.561,4,4.18
58,3,4.913,4,3.15
59,3,5.209,4,3.09
60,3,5.526,3,2.66
61,3,5.817,3,2.99
62,3,3.146,2,3.43
63,3,3.162,5,4.28
64,3,5.718,3,3.51
65,3,5.0,4,3.43
66,3,6.149,4,4.0
67,3,5.358,4,3.24
68,3,4.749,4,4.07
69,3,4.621,4,3.99
70,3,5.707,3,3.46
71,3,21.565,5,4.38
72,3,4.706,4,3.95
73,3,4.632,4,3.98
74,3,6.696,4,3.66
75,3,4.603,4,3.97
0,4,5.442,5,4.22
1,4,2.803,3,3.47
2,4,5.903,2,2.52
3,4,4.293,5,4.18
4,4,7.206,2,3.05
5,4,5.138,4,3.88
6,4,3.819,2,3.63
7,4,5.998,1,2.31
8,4,5.342,2,3.16
9,4,4.377,3,3.28
10,4,2.924,3,3.94
11,4,5.341,3,3.16
12,4,5.108,5,3.23
13,4,6.744,1,3.67
14,4,3.658,4,3.97
15,4,5.631,2,3.32
16,4,3.44,4,3.06
17,4,8.102,4,3.86
18,4,4.192,3,3.7
19,4,5.147,3,2.3
20,4,3.597,4,3.54
21,4,26.319,4,3.79
22,4,5.631,4,3.79
23,4,5.175,4,3.96
24,4,5.372,4,3.27
25,4,5.248,5,3.68
26,4,4.771,3,3.25
27,4,5.542,4,3.27
28,4,4.847,4,3.82
29,4,6.651,1,2.36
30,4,5.568,4,3.48
31,4,4.541,5,4.28
32,4,4.567,2,3.58
33,4,3.702,4,3.57
34,4,6.949,1,2.26
35,4,5.353,1,2.85
36,4,5.216,2,3.03
37,4,3.537,5,3.84
38,4,4.052,3,3.49
39,4,4.978,4,3.54
40,4,3.521,4,3.93
41,4,4.859,5,4.34
42,4,3.674,4,3.81
43,4,5.603,4,3.34
44,4,5.383,2,2.48
45,4,5.122,3,3.26
46,4,5.191,4,2.89
47,4,5.145,2,1.51
48,4,4.501,5,3.98
49,4,4.664,4,3.89
50,4,4.047,3,3.49
51,4,17.948,4,4.18
52,4,4.763,4,3.75
53,4,4.818,5,4.96
54,4,5.365,4,3.23
55,4,4.577,5,3.57
56,4,5.142,5,3.26
57,4,10.504,4,3.95
58,4,4.913,4,3.15
59,4,4.652,3,3.91
60,4,6.829,2,2.94
61,4,23.887,4,4.12
62,4,5.025,2,3.02
63,4,4.723,5,4.63
64,4,6.172,4,4.0
65,4,6.546,3,1.96
66,4,5.839,4,4.01
67,4,4.915,4,3.7
68,4,8.099,4,3.85
69,4,4.845,2,3.5
70,4,5.078,4,3.2
71,4,9.698,5,4.19
72,4,3.949,4,3.96
73,4,3.135,3,3.45
74,4,6.66,4,3.29
75,4,4.621,4,3.99
