user_id,file_id,rating,unique_entities,avg_entities_per_sent,entity_continuity,entity_introductions,role_transitions,grid_density,pred_rating
0,0,4,128,9.148148148148149,0.265625,0.734375,0.16806722689075632,0.07146990740740741,4.358
1,0,4,125,27.36842105263158,0.944,0.056,0.11392405063291139,0.21894736842105264,4.082
2,0,4,157,13.380952380952381,0.3057324840764331,0.6942675159235668,0.20967741935483872,0.08522899605702154,3.972
3,0,5,244,14.254237288135593,0.5532786885245902,0.44672131147540983,0.20435510887772193,0.058419005279244235,4.814
4,0,5,158,15.407407407407407,0.44936708860759494,0.5506329113924051,0.20155038759689922,0.09751523675574308,4.77
5,0,4,114,11.48,0.45614035087719296,0.543859649122807,0.1676300578034682,0.10070175438596492,3.072
6,0,4,186,30.833333333333332,0.3655913978494624,0.6344086021505376,0.2391304347826087,0.16577060931899643,3.894
7,0,5,177,8.76923076923077,0.4124293785310734,0.5875706214689266,0.34408602150537637,0.04954367666232073,4.88
8,0,3,121,6.0344827586206895,0.2644628099173554,0.7355371900826446,0.4444444444444444,0.04987175833570818,3.354
9,0,4,117,22.76923076923077,0.46153846153846156,0.5384615384615384,0.29608938547486036,0.1946088099934254,4.064
10,0,3,165,20.1875,0.3515151515151515,0.6484848484848484,0.26582278481012656,0.12234848484848485,3.474
11,0,3,75,11.6,0.28,0.72,0.2926829268292683,0.15466666666666667,3.13
12,0,5,99,12.923076923076923,0.29292929292929293,0.7070707070707071,0.2318840579710145,0.13053613053613053,4.606
13,0,1,90,43.4,0.3888888888888889,0.6111111111111112,0.07874015748031496,0.4822222222222222,2.094
14,0,5,128,23.166666666666668,0.453125,0.546875,0.2733333333333333,0.18098958333333334,4.768
15,0,5,127,18.071428571428573,0.33070866141732286,0.6692913385826772,0.373015873015873,0.1422947131608549,4.552
16,0,4,166,15.407407407407407,0.4759036144578313,0.5240963855421686,0.244,0.0928157072735386,4.19
17,0,4,140,8.083333333333334,0.45714285714285713,0.5428571428571428,0.29838709677419356,0.05773809523809524,4.21
18,0,4,114,14.5,0.543859649122807,0.45614035087719296,0.29914529914529914,0.12719298245614036,2.812
19,0,5,287,16.673076923076923,0.8118466898954704,0.18815331010452963,0.2093987560469938,0.05809434467971053,4.89
20,0,5,136,13.75,0.4264705882352941,0.5735294117647058,0.38144329896907214,0.10110294117647059,4.882
21,0,4,121,34.25,0.3884297520661157,0.6115702479338843,0.24183006535947713,0.2830578512396694,3.918
22,0,5,128,13.25,0.3984375,0.6015625,0.2846715328467153,0.103515625,4.708
23,0,4,89,17.7,0.24719101123595505,0.7528089887640449,0.29545454545454547,0.19887640449438201,3.814
24,0,4,84,18.6,0.40476190476190477,0.5952380952380952,0.06862745098039216,0.22142857142857142,3.804
25,0,5,152,26.142857142857142,0.4276315789473684,0.5723684210526315,0.3177570093457944,0.17199248120300753,4.492
26,0,5,133,19.82608695652174,0.7593984962406015,0.24060150375939848,0.13312693498452013,0.14906832298136646,4.7
27,0,3,147,6.724137931034483,0.42857142857142855,0.5714285714285714,0.23868312757201646,0.04574243490499648,3.486
28,0,3,123,42.38461538461539,0.7398373983739838,0.2601626016260163,0.1985981308411215,0.3445903689806129,3.408
29,0,4,134,19.3125,0.43283582089552236,0.5671641791044776,0.17714285714285713,0.14412313432835822,4.302
30,0,4,166,14.038461538461538,0.40963855421686746,0.5903614457831325,0.1507537688442211,0.0845690454124189,4.388
31,0,5,126,15.571428571428571,0.49206349206349204,0.5079365079365079,0.22885572139303484,0.1235827664399093,4.19
32,0,5,284,18.743589743589745,0.47183098591549294,0.528169014084507,0.2058165548098434,0.06599855543517516,4.874
33,0,4,230,7.373134328358209,0.4,0.6,0.2765151515151515,0.032057105775470475,4.25
34,0,5,133,33.333333333333336,0.48872180451127817,0.5112781954887218,0.16167664670658682,0.2506265664160401,4.716
35,0,4,104,20.09090909090909,0.36538461538461536,0.6346153846153846,0.20512820512820512,0.19318181818181818,3.924
36,0,5,134,19.4,0.3805970149253731,0.6194029850746269,0.17834394904458598,0.14477611940298507,4.53
37,0,5,143,15.75,0.43356643356643354,0.5664335664335665,0.2558139534883721,0.11013986013986014,4.82
38,0,4,141,11.478260869565217,0.3404255319148936,0.6595744680851063,0.1951219512195122,0.08140610545790934,3.976
39,0,2,163,32.54545454545455,0.4294478527607362,0.5705521472392638,0.15384615384615385,0.1996653653095371,4.666
40,0,4,120,43.166666666666664,0.375,0.625,0.18705035971223022,0.3597222222222222,3.98
41,0,5,137,27.454545454545453,0.43795620437956206,0.5620437956204379,0.16363636363636364,0.20039814200398143,4.864
